epoch,lr,lambda_mid,ce,domain,phcl,pl,proxy_reg,total,dpas_cos,gamma_diff,logits_diff
15,0.00029998330370880824,1.0,1.1129442890091699,0.8850096092365756,0.09171381874913627,0.0,0.0001761914614996052,1.2473026649786694,0.7641287322091584,0.09523765639503404,1.4933139310024752
16,0.00029997979756715964,1.0,1.079318938869061,0.8316791990015766,0.09293425614521424,0.0,0.00017711207645802326,1.208954704279947,0.7057863745358911,0.1588597061610458,1.5894279857673268
17,0.0002999759575389214,1.0,1.0551801884528433,0.8240111122036925,0.08912642084472434,0.0,0.00018250055946548017,1.18214480003508,0.7036688776299505,0.1639955728360922,1.61878770884901
18,0.00029997178363272864,1.0,1.0357479128507103,0.7932316513344793,0.07625693139633957,0.0,0.0001778630689616398,1.1531999789842284,0.7067121751237624,0.17259654432240099,1.6261892790841583
19,0.0002999672758579672,1.0,1.006360098276988,0.7715553313788801,0.05811374479591256,0.0,0.00019000724432321431,1.1125727738484297,0.7116771735767327,0.17379080895150062,1.6638352800123761
20,0.0002999624342247738,1.0,0.9355749552792841,0.7411588999894586,0.056789501782248515,0.0,0.0001901392287535519,1.0380858194710005,0.774723468440594,0.15531891171294865,1.6405863242574257
21,0.00029995725874403564,1.0,0.9550798222570136,0.7222787894234799,0.04914494626694313,0.0,0.00017843988901557455,1.0518803502073382,0.7769279857673267,0.16036518965617264,1.6328995204207921
22,0.00029995174942739104,1.0,0.9091212076715903,0.7056537370870609,0.05268981044023934,0.0,0.00017592335427594878,1.0060316595700707,0.7453057317450495,0.1403690753596844,1.7080851639851484
23,0.00029994590628722867,1.0,0.8674963786460386,0.7156057009602538,0.049567145765712944,0.0,0.00015856938780686532,0.9638406911698898,0.7613875889542079,0.11743118739364171,1.678420869430693
24,0.000299939729336688,1.0,0.839035178175067,0.688103988028989,0.05282157754737626,0.0,0.00016160275787691411,0.9342565265032324,0.7285011215965347,0.12303478883044554,1.75306505259901
25,0.00029993321858965923,1.0,0.84070488663003,0.6611974805888563,0.039148772891500205,0.0,0.00014772285052602833,0.9263991565987615,0.6964631033415841,0.13651177434637995,1.796986192759901
26,0.000299926374060783,1.0,0.7642573858841811,0.6325606205085716,0.04620032579094024,0.0,0.0001344828669611125,0.8506137350998303,0.7369541885829208,0.12569102674427599,1.7876701732673268
27,0.0002999191957654506,1.0,0.7545207066111045,0.6643575311887382,0.04055698461240471,0.0,0.0001271697333097541,0.841235078797482,0.7152740176361386,0.12069928764116646,1.8612797803217822
28,0.00029991168371980395,1.0,0.7404054609855802,0.5814428763224346,0.03759008304949039,0.0,0.00013098885601450975,0.8173449142734603,0.6857571743502475,0.13704084641862624,1.8996847926980198
29,0.00029990383794073526,1.0,0.6913044393652736,0.6074632491805766,0.03597231230947493,0.0,0.00010978517511290139,0.770037036721069,0.6409440748762376,0.1533434272992729,1.9677879409034653
30,0.0002998956584458875,1.0,0.6725999016572933,0.5967180472199279,0.03377909413400558,0.0,8.981859963848302e-05,0.7491613446485879,0.6780510326423267,0.15001142143022897,1.928648089418317
31,0.0002998871452536538,1.0,0.6582110506473201,0.6036143119972531,0.03404892067249754,0.0,7.705333059720492e-05,0.7355970046897926,0.7174543626237624,0.14356616936107675,1.9131246132425743
32,0.00029987829838317776,1.0,0.6447734676375247,0.5441313152856165,0.0359252309242245,0.0,7.612169342747161e-05,0.7171492827410745,0.6642123685024752,0.14487359075262995,2.0239644569925743
33,0.0002998691178543534,1.0,0.6361205521786567,0.5542630539967281,0.038534117807256116,0.0,6.847458496507682e-05,0.7108139894386329,0.6955735612623762,0.11291911814472463,2.0451539294554455
34,0.00029985960368782497,1.0,0.5923045014980997,0.5293770050353342,0.029909533845020993,0.0,5.8250933194574485e-05,0.6601970287242739,0.6914038327660891,0.12306334240601795,2.032535968440594
35,0.00029984975590498697,1.0,0.5594554460874879,0.5460833774344755,0.03739541200552099,0.0,6.343462929621772e-05,0.632761551011907,0.6881236463490099,0.12602113025023207,2.132077660891089
36,0.00029983957452798415,1.0,0.5859730248108949,0.5683801442679792,0.038448088161536664,0.0,6.580282339686758e-05,0.6620351442015997,0.6839273282797029,0.16116514300355816,2.1024617110148514
37,0.0002998290595797112,1.0,0.5946875099498447,0.5177298803435694,0.03396680801968542,0.0,6.339325290634343e-05,0.6634439625362358,0.6548552560334159,0.15755379554068688,2.1919767172029703
38,0.0002998182110838134,1.0,0.5810121976503051,0.5127400065412616,0.03206546313940815,0.0,6.931005767604226e-05,0.6483189923928516,0.6385824373452971,0.14680148587368502,2.1273108756188117
39,0.0002998070290646855,1.0,0.580423373397034,0.5325948064870173,0.030424571161545667,0.0,6.288359285877455e-05,0.6488952040672302,0.6605067489170792,0.15562877088490099,2.1559019183168315
40,0.00029979551354747267,1.0,0.5219626127198191,0.5295397931396371,0.033733156850875017,0.0,5.714554133038913e-05,0.5917832326180864,0.6188130898050742,0.1576982252668626,2.2144086478960396
41,0.00029978366455806973,1.0,0.5708838990419218,0.5227978228047343,0.032193770161875995,0.0,4.919960467827202e-05,0.6392606243048564,0.6949305770420792,0.11032376431002475,2.122930847772277
42,0.0002997714821231216,1.0,0.5346331248188964,0.5409872354847369,0.03184360553427498,0.0,4.502851530416214e-05,0.6046537090056013,0.667580783957302,0.11992033401338181,2.14927869740099
43,0.00029975896627002294,1.0,0.550837770547017,0.5242864641517696,0.02846951242351886,0.0,4.063970046256217e-05,0.6175012216709628,0.6952714070235149,0.15115613276415532,2.077196782178218
44,0.0002997461170269181,1.0,0.5038444090007556,0.5093966666424629,0.029032337043024048,0.0,3.188602741010081e-05,0.5693002874308294,0.652810276144802,0.14761231677366957,2.1486115408415842
45,0.00029973293442270114,1.0,0.4892274184097158,0.5132937717555773,0.031010432344040658,0.0,2.8598282766000525e-05,0.5560620347462079,0.6797890238242574,0.13881041271851793,2.201258895420792
46,0.00029971941848701587,1.0,0.5114772439298063,0.5270188651462593,0.031164262121045352,0.0,2.5096242349925635e-05,0.5797612746753315,0.6729965965346535,0.1319777989151454,2.1398804919554455
47,0.0002997055692502556,1.0,0.5021627685516188,0.5235481732847667,0.030940125880781377,0.0,2.3135022004653634e-05,0.5699876591120616,0.6162051965694616,0.15174200983330755,2.221931079826733
48,0.00029969138674356305,1.0,0.5040951592497306,0.5119698876791662,0.02945604059144412,0.0,2.086761846705017e-05,0.5700201774292654,0.6553266166460396,0.16169512153852103,2.196753171410891
49,0.00029967687099883043,1.0,0.4533660358721667,0.49767367910630633,0.027029168786305825,0.0,2.083964476930692e-05,0.516648002190165,0.6578852587407178,0.15500723961556312,2.212735922029703
50,0.0002996620220486993,1.0,0.47513230277760193,0.5092619722432429,0.029155956673445088,0.0,2.029552097786172e-05,0.5406364907722662,0.6245733582147277,0.13588767476601177,2.2602200649752477
51,0.0002996468399265606,1.0,0.4617377826482943,0.5087045956366133,0.028231388340602712,0.0,2.2434250915988974e-05,0.5267239527242018,0.6138650119894802,0.13475656037283415,2.3160388304455446
52,0.00029963132466655424,1.0,0.4880701296105243,0.5275810068786735,0.027764655836387583,0.0,1.9705946044160726e-05,0.5547105702433256,0.5946679445776609,0.15084325204981436,2.3115234375
53,0.00029961547630356943,1.0,0.5057924432624684,0.4877176538552388,0.025211271426483692,0.0,2.029285795936513e-05,0.5671698603004512,0.6712271813118812,0.10672404978534963,2.174611308787129
54,0.0002995992948732445,1.0,0.4130474255226626,0.4867950996550003,0.029475438316343444,0.0,1.5121226737176018e-05,0.4764646625164712,0.612237004950495,0.1284750759011448,2.345548422029703
55,0.0002995827804119665,1.0,0.4841681820626306,0.5638776740225235,0.02511074556738581,0.0,1.3340895964232698e-05,0.5531113234781982,0.6647514116646039,0.12363637792001857,2.2349454672029703
56,0.00029956593295687154,1.0,0.407781145839703,0.5102983010877477,0.02546394703042979,0.0,1.0769950190794165e-05,0.4715429511990878,0.6571455851639851,0.12284246765741028,2.25265895730198
57,0.00029954875254584455,1.0,0.4332391510505487,0.5164317463589186,0.025504590233437496,0.0,9.675966136662939e-06,0.4976346244906435,0.6039410581683168,0.13592363112043626,2.2317837252475248
58,0.0002995312392175191,1.0,0.43695419480895054,0.5295678079128265,0.02940521270640674,0.0,5.883321965385302e-06,0.5046135817128833,0.6157673750773515,0.12318057825069616,2.2748394956683167
59,0.00029951339301127733,1.0,0.3912438524536567,0.5052604597098757,0.026928401955560146,0.0,8.53821953875589e-06,0.455234099585231,0.6694432626856436,0.10465625725170173,2.223168703589109
60,0.0002994952139672502,1.0,0.4109401362072123,0.5181686985905808,0.023915895242428424,0.0,8.095664419094043e-06,0.4747149529728559,0.6770067875928217,0.1147003173828125,2.236714882425743
61,0.0002994767021263168,1.0,0.42083758927217807,0.598890338498767,0.03036890725725063,0.0,5.995293887812439e-06,0.49591107459941713,0.6991873259591584,0.10293216516475866,2.2579768719059405
62,0.00029945785753010475,1.0,0.39995737329568015,0.550936045770598,0.02773914732140406,0.0,4.948456917911316e-06,0.4689205524945023,0.646042021194307,0.11705727152305075,2.3844175433168315
63,0.0002994386802209899,1.0,0.38716048540750353,0.5596071567275737,0.02705009364163374,0.0,4.07202775373788e-06,0.45664624633765455,0.6131344030399134,0.12290652435604889,2.403900448638614
64,0.00029941917024209623,1.0,0.3677350323979217,0.564054019380324,0.02512530949298698,0.0,3.1102418465662134e-06,0.4367030954892092,0.623459013381807,0.10578858026183478,2.3700398360148514
65,0.000299399327637296,1.0,0.37347096544091063,0.5796173988002362,0.02780390017214093,0.0,2.408240453391332e-07,0.44533465743655026,0.6432259436881188,0.08422050853767017,2.3548402691831685
66,0.00029937915245120905,1.0,0.3576576300334222,0.5335437147924216,0.02654069048666054,0.0,2.0012600327874814e-08,0.4242823483920333,0.5869315874458539,0.1202462073599938,2.4840946008663365
67,0.0002993586447292035,1.0,0.3920027590771713,0.5735038982169463,0.027322284167282062,0.0,1.301369877124285e-08,0.4630142909170377,0.6604535697710396,0.11097928793123453,2.352210318688119
68,0.00029933780451739503,1.0,0.35275707478718005,0.5558588206768036,0.02863286283918389,0.0,1.766502855915728e-09,0.4226593893058229,0.6389217565555384,0.08868861434483293,2.378055383663366
69,0.000299316631862647,1.0,0.36542280342909367,0.5348201653744915,0.02796570981142692,0.0,4.2430515705058754e-09,0.4328876780991507,0.6315120281559405,0.1051921277943224,2.395111386138614
70,0.0002992951268125704,1.0,0.37072208383590866,0.5726953623908582,0.02563364205808185,0.0,0.0,0.4408084394613115,0.7091511641398515,0.09579331804030013,2.2691928372524752
71,0.00029927328941552363,1.0,0.36093712775128906,0.5403730482748239,0.02500020101779408,0.0,0.0,0.4274745348951604,0.6441487227336015,0.08367300505685334,2.326945389851485
72,0.0002992511197206125,1.0,0.339551618267404,0.5563198649647212,0.02597496491202181,0.0,0.0,0.40817108883125947,0.6980621035736386,0.0983010471457302,2.3400177908415842
73,0.00029922861777768997,1.0,0.3233734687956253,0.5433142624869205,0.025008279041820528,0.0,0.0,0.3902090362983175,0.6168901802289604,0.1120718776589573,2.467241646039604
74,0.00029920578363735616,1.0,0.3496948635519141,0.5809483764195206,0.024948681575605775,0.0,0.0,0.4202640459384068,0.5735470611270111,0.11946211711014851,2.547919245049505
75,0.0002991826173509582,1.0,0.3261107899764977,0.5959271726631882,0.029487862320856588,0.0,0.0,0.4004474385540084,0.6147318925007735,0.11312322333307549,2.5429107363861387
76,0.0002991591189705902,1.0,0.33060774693984796,0.581563809425524,0.028449536024565153,0.0,0.0,0.4029888969541776,0.626565158957302,0.11767366617032797,2.55677599009901
77,0.00029913528854909295,1.0,0.30544572522734653,0.5488374472254574,0.02476458151658794,0.0,0.0,0.3727117605728678,0.5836302502320545,0.14192532076693998,2.529625618811881
78,0.00029911112614005393,1.0,0.30006437328192265,0.5740767560973026,0.02595859767389622,0.0,0.0,0.37045134633484456,0.6300338896194307,0.10338161959506498,2.5314240408415842
79,0.00029908663179780705,1.0,0.3169449469683194,0.591459993973817,0.02602871887312077,0.0,0.0,0.38910530684608047,0.6388797571163366,0.12033594716893564,2.533783261138614
80,0.00029906180557743293,1.0,0.29445737345826506,0.5622654813941163,0.023658580494823285,0.0,0.0,0.36251321449728297,0.5918622536234336,0.11940365026492884,2.574035040222772
81,0.0002990366475347582,1.0,0.3178388595876127,0.5614595991550105,0.028184743699534696,0.0,0.0,0.38807719503298843,0.5803814878558168,0.12592202365988553,2.7186919863861387
82,0.0002990111577263558,1.0,0.32479327238432254,0.5410535320787146,0.025959465290779377,0.0,0.0,0.3918783601262782,0.6233200224319307,0.10249268182433478,2.4909208694306932
83,0.0002989853362095446,1.0,0.2980017371770769,0.5972638646564862,0.025864216459841275,0.0,0.0,0.3706602314026049,0.6555840520575495,0.11642863962909963,2.471099551361386
84,0.00029895918304238963,1.0,0.3069051884778655,0.5578816810456833,0.02646497133220223,0.0,0.0,0.375925843594688,0.6577511022586634,0.10035101257928528,2.431950030940594
85,0.00029893269828370133,1.0,0.299522068240855,0.5821383654481114,0.026534989465830276,0.0,0.0,0.37100339865330423,0.6178752030476485,0.08669862652769184,2.574102722772277
86,0.00029890588199303603,1.0,0.2609334945826247,0.58294679032694,0.023032913463983205,0.0,0.0,0.3307446318097634,0.6214007387066832,0.09144275023205446,2.6400738706683167
87,0.0002988787342306957,1.0,0.2867336909074594,0.5721108367537507,0.026250586743549544,0.0,0.0,0.357070067878997,0.646286161819307,0.10567859611888923,2.6198851330445545
88,0.0002988512550577273,1.0,0.2991253644375518,0.5811348837791103,0.026725191415499637,0.0,0.0,0.3706014508953189,0.6125580815985652,0.12000191565787438,2.6065420018564356
89,0.00029882344453592335,1.0,0.24891858201215764,0.6261706045358488,0.025982233040993757,0.0,0.0,0.32452675995260183,0.6738257077660891,0.10246125778349319,2.5009475556930694
90,0.00029879530272782146,1.0,0.27073770127083996,0.596476225127088,0.02524069981133141,0.0,0.0,0.34300567482662675,0.6143024180195119,0.12202740659808169,2.6122950185643563
91,0.00029876682969670403,1.0,0.2852514684937968,0.5891377608669867,0.023854637560019695,0.0,0.0,0.35609256483540674,0.604065734561127,0.1258795709893255,2.5943107982673266
92,0.0002987380255065984,1.0,0.2438438915380157,0.6270852614157271,0.022393270036076555,0.0,0.0,0.3177490547151849,0.5567921931200689,0.12910884441715656,2.5287264077970297
93,0.0002987088902222766,1.0,0.27463289671162566,0.6197601707264928,0.02453048167621145,0.0,0.0,0.3488741548787249,0.579722791615099,0.10482365070003094,2.7640876392326734
94,0.00029867942390925513,1.0,0.28747388499208015,0.6042574322459722,0.023447607081420352,0.0,0.0,0.3596234323069601,0.6633880917388614,0.10744831349590037,2.5163888459158414
95,0.00029864962663379494,1.0,0.2572094371339472,0.5797590631069524,0.023327505135318578,0.0,0.0,0.3268490975150968,0.607750656581161,0.10449853273901609,2.6011273978960396
96,0.0002986194984629011,1.0,0.2467121101620764,0.5729053268338195,0.026150258530005074,0.0,0.0,0.31707777230456324,0.6496113692179765,0.10805111120242884,2.662370436262376
97,0.00029858903946432285,1.0,0.21857716025102256,0.5873400793217196,0.0245731675439505,0.0,0.0,0.2895977542099386,0.5668615208994044,0.10789625715501237,2.7942450495049505
98,0.00029855824970655343,1.0,0.21643599805117833,0.5853026544693674,0.02305323836200013,0.0,0.0,0.2864928828312619,0.5922694819988591,0.11669936982711943,2.7742496905940595
99,0.00029852712925882975,1.0,0.24969631212182564,0.6006686297973783,0.026522961886032568,0.0,0.0,0.32302465968497907,0.6011743073416228,0.10917920405321782,2.747669786509901
100,0.00029849567819113234,1.0,0.2465944938582949,0.6223951005699611,0.029142574928147664,0.0,0.0,0.32340529111057226,0.6200208758363629,0.09268596384784963,2.694316599628713
101,0.00029846389657418523,1.0,0.21792774699111978,0.60026485495048,0.024101380867385627,0.0,0.0,0.2900049238659368,0.6190300365485767,0.11480410736386139,2.6991897431930694
102,0.00029843178447945583,1.0,0.2535248106659049,0.6409491341893035,0.02537060939789851,0.0,0.0,0.3303050309567168,0.562268625391592,0.13652718421256188,3.038811107673267
103,0.00029839934197915455,1.0,0.22584449872374535,0.6160592315810742,0.026707419461690553,0.0,0.0,0.30080413279852064,0.508471422856397,0.11560270101717203,2.9983272741336635
104,0.0002983665691462349,1.0,0.23100571596238872,0.5899501209801966,0.024828501216292678,0.0,0.0,0.30241498019140545,0.5538777101157916,0.1298134681021813,3.0343537283415842
105,0.0002983334660543931,1.0,0.21549770154870382,0.6154159213056659,0.024870454568858488,0.0,0.0,0.289474521901938,0.5200897821105352,0.1216716199818224,3.053111463490099
106,0.0002983000327780682,1.0,0.19288415974467107,0.6097666500228467,0.029652194760850455,0.0,0.0,0.2686869215847242,0.5939555593056254,0.09590481295443998,2.890296256188119
107,0.0002982662693924415,1.0,0.21938353470794045,0.6371655812357911,0.025440192331864248,0.0,0.0,0.2958201926828611,0.49141353191715653,0.11040020933245669,3.0379215655940595
108,0.0002982321759734369,1.0,0.2127071742964263,0.6018367412656841,0.023621903384325675,0.0,0.0,0.28470180227909936,0.5381922957920792,0.12393747461904393,2.939453125
109,0.0002981977525977201,1.0,0.19401133956738037,0.6007851188135619,0.026528166807579374,0.0,0.0,0.2673539363659254,0.5022332219794245,0.10380297368115718,3.045917775371287
110,0.000298162999342699,1.0,0.20558677576851137,0.6256569668208019,0.026260552469106153,0.0,0.0,0.2812827498015791,0.5984385273244122,0.09530171309367265,2.8730855507425743
111,0.00029812791628652335,1.0,0.20940463119509198,0.6472299689113503,0.02463317895481031,0.0,0.0,0.2864442191796728,0.6139914635384437,0.09533419467435025,2.8461092202970297
112,0.0002980925035080844,1.0,0.20207955050143864,0.6591949672392099,0.02421099001525597,0.0,0.0,0.2801045439030864,0.6275163405012376,0.08677159677637686,2.8675355816831685
113,0.0002980567610870149,1.0,0.19347163337734666,0.6426018960405104,0.02506184911281608,0.0,0.0,0.27026274881445533,0.6865542572323639,0.0732539715153156,2.894279857673267
114,0.0002980206891036888,1.0,0.23324225994177383,0.6870580442471079,0.025318588305375363,0.0,0.0,0.3146073611656038,0.6497922840684948,0.082916259765625,2.7991278620049505
115,0.0002979842876392212,1.0,0.19682494067762157,0.6570744166279784,0.025655228616946406,0.0,0.0,0.2753599969909923,0.6178594910272277,0.10092283947633045,2.8351253094059405
116,0.00029794755677546814,1.0,0.23178556657368593,0.6958992212715716,0.02492559240268783,0.0,0.0,0.31383828634377753,0.689952283802599,0.06291651961827043,2.81556505259901
117,0.00029791049659502625,1.0,0.18879348895337322,0.6875741160151982,0.024218111953670435,0.0,0.0,0.2696599581158987,0.6758199257425742,0.06727494343672649,2.998443301361386
118,0.0002978731071812328,1.0,0.20781714166745102,0.6941389338214798,0.02161481708408066,0.0,0.0,0.2880384441059415,0.625432307177251,0.08866610385403775,2.9948367883663365
119,0.0002978353886181654,1.0,0.1947808501006353,0.6555784834493504,0.023799449777101526,0.0,0.0,0.2722384232548204,0.6405637382280709,0.09035952728573639,2.9030882580445545
120,0.0002977973409906418,1.0,0.20676721259951591,0.6897217858545851,0.02462660179169166,0.0,0.0,0.2880526936732897,0.5992513222269492,0.07964967028929455,3.005414603960396
121,0.00029775896438421974,1.0,0.1891290888485342,0.637315952836877,0.02052520261155349,0.0,0.0,0.26312328793919915,0.6247901538811108,0.08728148205445545,2.9200282332920793
122,0.0002977202588851966,1.0,0.1826801069892279,0.6608516845372644,0.022198735407811802,0.0,0.0,0.25986464542917687,0.7089172967589727,0.06253301035059561,2.798808787128713
123,0.00029768122458060964,1.0,0.16884348209541622,0.6635912827926107,0.025062994925434342,0.0,0.0,0.24773411032291923,0.6433590143033774,0.07892306488339264,3.095258353960396
124,0.00029764186155823515,1.0,0.21084536837026624,0.6987655484440303,0.025532503557013402,0.0,0.0,0.2934881762997939,0.6622426250193378,0.08024219475170173,2.910030553836634
125,0.00029760216990658885,1.0,0.18570320562708495,0.6685488690244089,0.02429561401339303,0.0,0.0,0.2647059015413322,0.6466002511506034,0.0890128258431312,2.840443224009901
126,0.0002975621497149254,1.0,0.1700738567010601,0.6783565719528953,0.02470796975182683,0.0,0.0,0.25026349789730395,0.5849750254413869,0.0827489418558555,3.1275719368811883
127,0.0002975218010732382,1.0,0.1660534191397157,0.730761723943276,0.02745958160848753,0.0,0.0,0.2528593838214874,0.6941751914449258,0.06808109094600866,2.906578743811881
128,0.00029748112407225924,1.0,0.16538186375014852,0.7319465084831314,0.023097943484617193,0.0,0.0,0.25012548880116775,0.5701996926033851,0.10140145179068688,3.27747911509901
129,0.00029744011880345893,1.0,0.17662126718476268,0.6901362213757959,0.021803888070424743,0.0,0.0,0.25653683467961774,0.6102422959733718,0.09650715742961015,3.011767094678218
130,0.0002973987853590458,1.0,0.15922267668613113,0.6824204974835462,0.021911835761298196,0.0,0.0,0.23842064807615657,0.5864770719320467,0.09574210289681312,3.0731841738861387
131,0.00029735712383196643,1.0,0.14228925422424138,0.7118280621448366,0.021766392385015394,0.0,0.0,0.2243552621048276,0.6593363922421295,0.07171003889329362,3.0344794245049505
132,0.00029731513431590506,1.0,0.16567938431802362,0.6747001884597363,0.022552672819704703,0.0,0.0,0.2444257465477037,0.7168376658222463,0.06607425803005106,2.8174118193069306
133,0.00029727281690528366,1.0,0.18942143506195286,0.747814138927082,0.022749540368371672,0.0,0.0,0.2755776333926928,0.6958874995165533,0.05654899672706529,2.72838025990099
134,0.0002972301716952613,1.0,0.17612844502719321,0.7069796064112446,0.02082214938905459,0.0,0.0,0.2572374829266331,0.644786268177599,0.09891260732518564,2.8090288521039604
135,0.00029718719878173426,1.0,0.18338120223419502,0.7123133073938955,0.021604549586957338,0.0,0.0,0.2654148086462871,0.6002375253356329,0.10160525482479889,3.066319229579208
136,0.00029714389826133585,1.0,0.15307510208965527,0.6856382967221855,0.02247787388917612,0.0,0.0,0.23287787052369355,0.4980321449808555,0.11119532821202043,3.3829091893564356
137,0.0002971002702314359,1.0,0.1467105649264142,0.7059823369035626,0.024006546034689734,0.0,0.0,0.22931207325493935,0.6586920105584777,0.09959910175587872,2.9630356590346536
138,0.0002970563147901408,1.0,0.14940579847829177,0.7525496161220098,0.0223440753807784,0.0,0.0,0.23583279859901654,0.5984288583887686,0.08201719982789295,3.12779432240099
139,0.0002970120320362932,1.0,0.15725623347824164,0.7448020916764099,0.023867257974470164,0.0,0.0,0.24367007480399444,0.5786044432385133,0.09619065086440284,3.111589186262376
140,0.0002969674220694717,1.0,0.15051410468940687,0.7051975547087075,0.020850627017461022,0.0,0.0,0.23145917264541777,0.5776728261815439,0.09530783171700959,3.253306775990099
141,0.0002969224849899908,1.0,0.15399136752037718,0.7295554988455064,0.02124222846572647,0.0,0.0,0.23756803195960452,0.6702083172184405,0.07163525571917544,2.859046256188119
142,0.0002968772208989005,1.0,0.12721023874560206,0.7556372692089269,0.020299775188207848,0.0,0.0,0.2129238549583029,0.6278887456006342,0.07457846462136448,2.873955754950495
143,0.00029683162989798615,1.0,0.15021580870788875,0.7869056861589451,0.02119954800380781,0.0,0.0,0.23950615407216666,0.6046506673982828,0.10003359955136139,3.006439511138614
144,0.0002967857120897683,1.0,0.13866385902361114,0.7828425139483839,0.026316232384542133,0.0,0.0,0.23010622783757673,0.570684829560837,0.09304054184715346,3.3165029393564356
145,0.00029673946757750234,1.0,0.13807048017878343,0.814926154247605,0.02461939391283558,0.0,0.0,0.23187279347145912,0.6450254987962175,0.06053728160291615,3.1278233292079207
146,0.0002966928964651784,1.0,0.13333470606715372,0.8199742468866972,0.025311756958622523,0.0,0.0,0.22798801176618821,0.6646631826268564,0.09764371059908725,3.162438118811881
147,0.0002966459988575208,1.0,0.12844810037329646,0.8120792133383231,0.023246708727155875,0.0,0.0,0.22127937702554287,0.6128878451810025,0.11647411384204827,3.1717783106435644
148,0.00029659877485998837,1.0,0.13903507520214164,0.8120415178265902,0.024582348323639223,0.0,0.0,0.23253040502567102,0.6355531144850325,0.07912633914758663,3.0868077042079207
149,0.0002965512245787736,1.0,0.1200285282465491,0.8093716685134585,0.02266159874737484,0.0,0.0,0.21229649674479323,0.6530457298354347,0.08633060266475866,3.0462368502475248
150,0.0002965033481208029,1.0,0.13485712133864364,0.8262212636447189,0.02684442631642122,0.0,0.0,0.23090146341831377,0.6049061388072401,0.07981963204865408,3.2080368193069306
151,0.0002964551455937361,1.0,0.11550024797273155,0.8210826823026827,0.022240235082952694,0.0,0.0,0.20872863618159057,0.6308921587349164,0.08178151952158107,2.9225518254950495
152,0.00029640661710596624,1.0,0.12462516018364689,0.8256696987860274,0.023718065056617898,0.0,0.0,0.21905116493454074,0.6220733340423886,0.08183273466506807,3.3521232982673266
153,0.0002963577627666193,1.0,0.12459466967842367,0.8072282559800856,0.024059925481935245,0.0,0.0,0.21734745911147335,0.6994656100131498,0.06382252910349628,3.0885287747524752
154,0.00029630858268555417,1.0,0.13992436949421863,0.8556010215589316,0.020847460633088455,0.0,0.0,0.23590820430233927,0.7159121673886139,0.07424949419380415,3.0077351485148514
155,0.000296259076973362,1.0,0.1466501895891558,0.8056885446652328,0.024221286362055505,0.0,0.0,0.23932968802971416,0.632197918278156,0.07702349672223081,3.121480507425743
156,0.0002962092457413663,1.0,0.08670409027450156,0.8024610074439852,0.023674185498442392,0.0,0.0,0.1787872872140148,0.6083172146636661,0.11720834864248143,3.2305461014851486
